group_id,label,p_resnet,p_densenet,rank_resnet,rank_densenet,hardness,hard_normal
normal:normal2:741,0,0.8848179578781128,0.8955060243606567,0.9979529170931423,0.9969293756397134,0.9974411463664279,True
normal:normal2:1356,0,0.7944586873054504,0.9952515363693236,0.9948822927328557,0.9989764585465711,0.9969293756397134,True
normal:normal2:855,0,0.8357330560684204,0.8762806057929993,0.9959058341862845,0.9948822927328557,0.9953940634595702,True
normal:normal2:611,0,0.7650535702705383,0.9810356497764589,0.9928352098259979,0.9979529170931423,0.9953940634595702,True
normal:normal2:1064,0,0.94852614402771,0.7564007639884949,0.9989764585465711,0.9918116683725691,0.9953940634595702,True
normal:normal2:723,0,0.7747952342033386,0.8844314813613892,0.9938587512794268,0.9959058341862845,0.9948822927328557,True
normal:normal2:1250,0,0.4987598657608032,0.8336058855056763,0.9856704196519959,0.9938587512794268,0.9897645854657113,True
normal:normal2:941,0,0.857049822807312,0.4311482906341553,0.9969293756397134,0.9805527123848515,0.9887410440122825,True
normal:normal2:736,0,0.4855540096759796,0.699634850025177,0.984646878198567,0.9907881269191402,0.9877175025588536,True
normal:im:279,0,0.5477716326713562,0.6291235089302063,0.9866939611054247,0.9877175025588536,0.9872057318321392,True
normal:normal2:425,0,0.352530688047409,0.6351497173309326,0.9805527123848515,0.9887410440122825,0.984646878198567,True
normal:normal2:1419,0,0.1864214986562729,0.6472603678703308,0.9723643807574207,0.9897645854657113,0.981064483111566,True
normal:normal2:1357,0,0.5651888251304626,0.2578266859054565,0.9887410440122825,0.9723643807574207,0.9805527123848516,True
normal:normal2:665,0,0.3752049207687378,0.3925894200801849,0.9815762538382804,0.9764585465711362,0.9790174002047083,True
normal:normal2:1086,0,0.2271854281425476,0.4976942539215088,0.9744114636642784,0.9825997952917093,0.9785056294779939,True
normal:normal2:725,0,0.1542094051837921,0.5244472622871399,0.9682702149437052,0.9856704196519959,0.9769703172978506,True
normal:im:580,0,0.2588324248790741,0.3281707167625427,0.9764585465711362,0.9754350051177073,0.9759467758444218,True
normal:normal2:771,0,0.6411490440368652,0.1396660059690475,0.9907881269191402,0.9559877175025588,0.9733879222108495,True
normal:normal2:1365,0,0.1091067194938659,0.3977644145488739,0.9662231320368475,0.977482088024565,0.9718526100307063,True
normal:normal2:1396,0,0.3994592726230621,0.1620504409074783,0.9825997952917093,0.9590583418628454,0.9708290685772774,True
normal:normal2:1406,0,0.1958146095275879,0.228351205587387,0.9733879222108496,0.9662231320368475,0.9698055271238486,True
normal:normal2:1436,0,0.5616641044616699,0.1180440634489059,0.9877175025588536,0.9508700102354145,0.969293756397134,True
normal:normal2:531,0,0.0768706277012825,0.427051842212677,0.9580348004094166,0.9795291709314228,0.9687819856704196,True
normal:normal2:980,0,0.6220141053199768,0.0992598384618759,0.9897645854657113,0.9426816786079836,0.9662231320368475,True
normal:normal2:1438,0,0.057644136250019,0.5186436772346497,0.9447287615148413,0.984646878198567,0.9646878198567042,True
normal:normal2:621,0,0.242872804403305,0.1194793507456779,0.9754350051177073,0.9518935516888434,0.9636642784032754,True
normal:im:546,0,0.0978194326162338,0.1813145875930786,0.9641760491299898,0.9631525076765609,0.9636642784032754,True
normal:im:691,0,0.3484501540660858,0.1075742468237876,0.9795291709314228,0.9457523029682702,0.9626407369498464,True
normal:im:735,0,0.0381845012307167,0.7770262956619263,0.932446264073695,0.9928352098259979,0.9626407369498464,True
normal:normal2:803,0,0.0642455965280532,0.3106811940670013,0.9488229273285568,0.9744114636642784,0.9616171954964177,True
normal:im:301,0,0.0518403127789497,0.4319980442523956,0.9406345957011258,0.9815762538382804,0.9611054247697031,True
normal:im:377,0,0.0602616108953952,0.2537314593791961,0.946775844421699,0.9713408393039918,0.9590583418628454,True
normal:normal2:718,0,0.0736894160509109,0.1425274163484573,0.9559877175025588,0.9580348004094166,0.9570112589559877,True
normal:im:732,0,0.3399247825145721,0.0786441415548324,0.9785056294779939,0.932446264073695,0.9554759467758445,True
normal:normal2:876,0,0.069735862314701,0.1179283484816551,0.9529170931422722,0.9498464687819856,0.951381780962129,True
normal:normal2:419,0,0.4282214045524597,0.05392986536026,0.9836233367451381,0.917093142272262,0.9503582395087,True
normal:normal2:793,0,0.050191443413496,0.1283743679523468,0.9396110542476971,0.95496417604913,0.9472876151484135,True
normal:im:326,0,0.0557098239660263,0.114673413336277,0.9437052200614124,0.9488229273285568,0.9462640736949846,True
normal:normal2:1015,0,0.0360178090631961,0.1398478001356125,0.9293756397134084,0.9570112589559877,0.9431934493346981,True
normal:normal2:1427,0,0.6954306960105896,0.0379371829330921,0.9918116683725691,0.8925281473899693,0.9421699078812692,True
normal:normal2:1214,0,0.0350247956812381,0.1239492148160934,0.9283520982599796,0.9539406345957011,0.9411463664278403,True
normal:normal2:1051,0,0.0272546987980604,0.174119547009468,0.9191402251791198,0.962128966223132,0.940634595701126,True
normal:im:651,0,0.0229280441999435,0.2330290675163269,0.9119754350051177,0.9672466734902764,0.939611054247697,True
normal:normal2:1264,0,0.037964429706335,0.106180228292942,0.9314227226202662,0.9447287615148413,0.9380757420675537,True
normal:normal2:1379,0,0.1570859551429748,0.0478983111679554,0.9692937563971341,0.9058341862845445,0.9375639713408392,True
normal:normal2:659,0,0.1621169596910476,0.0469039119780063,0.970317297850563,0.9048106448311156,0.9375639713408392,True
normal:normal2:1430,0,0.1246287822723388,0.0468798466026783,0.9672466734902764,0.9037871033776868,0.9355168884339815,True
normal:normal2:1247,0,0.0482846572995185,0.0724716186523437,0.9385875127942682,0.9283520982599796,0.9334698055271239,True
normal:im:228,0,0.0270968079566955,0.1081085205078125,0.9181166837256909,0.946775844421699,0.932446264073695,True
normal:im:517,0,0.03741524863289665,0.0777885646093636,0.9303991811668373,0.9314227226202662,0.9309109518935517,True
normal:im:237,0,0.0136913144960999,0.3033948540687561,0.887410440122825,0.9733879222108496,0.9303991811668373,True
normal:normal2:1084,0,0.0187504757195711,0.1200979799032211,0.8986693961105425,0.9529170931422722,0.9257932446264074,True
normal:normal2:1271,0,0.0705501139163971,0.0430672541260719,0.9539406345957011,0.8966223132036848,0.925281473899693,True
normal:normal2:569,0,0.0097132679075002,0.5016514658927917,0.8659160696008188,0.9836233367451381,0.9247697031729785,True
normal:im:265,0,0.0294412057846784,0.0690821781754493,0.9222108495394064,0.9263050153531218,0.9242579324462641,True
normal:normal2:854,0,0.3252590298652649,0.0225196182727813,0.977482088024565,0.8659160696008188,0.921699078812692,True
normal:normal2:1328,0,0.0603102855384349,0.0373075827956199,0.9477993858751279,0.8915046059365405,0.9196519959058342,True
normal:normal2:1440,0,0.0172940902411937,0.0989512130618095,0.8966223132036848,0.9416581371545547,0.9191402251791198,True
normal:normal2:840,0,0.0347910746932029,0.0502289794385433,0.9273285568065507,0.9109518935516888,0.9191402251791198,True
normal:im:178,0,0.0082615558058023,0.4193041026592254,0.8587512794268168,0.9785056294779939,0.9186284544524054,True
normal:im:647,0,0.028900146484375,0.0536408238112926,0.9211873080859775,0.9160696008188332,0.9186284544524053,True
normal:normal2:1257,0,0.0404287651181221,0.0441710166633129,0.9355168884339816,0.901740020470829,0.9186284544524053,True
normal:normal2:654,0,0.0168633088469505,0.0967360436916351,0.8955987717502559,0.9406345957011258,0.9181166837256909,True
normal:im:236,0,0.168675497174263,0.020839249715209,0.9713408393039918,0.8587512794268168,0.9150460593654044,True
normal:im:183,0,0.0260934401303529,0.0510587133467197,0.917093142272262,0.9129989764585466,0.9150460593654043,True
normal:normal2:417,0,0.0148180685937404,0.0967007502913475,0.8894575230296827,0.9396110542476971,0.9145342886386899,True
normal:normal2:559,0,0.0793114155530929,0.02231908403337,0.9600818833162743,0.8648925281473899,0.9124872057318321,True
normal:normal2:1125,0,0.0254727117717266,0.0490265078842639,0.9150460593654043,0.9089048106448311,0.9119754350051177,True
normal:im:596,0,0.0071981479413807,0.2440075576305389,0.849539406345957,0.970317297850563,0.90992835209826,True
normal:normal2:828,0,0.075465902686119,0.0194834358990192,0.9570112589559877,0.8546571136131014,0.9058341862845445,True
normal:normal2:1305,0,0.0964900478720665,0.0181200467050075,0.9631525076765609,0.8474923234390993,0.9053224155578301,True
normal:im:164,0,0.0133766802027821,0.0681724622845649,0.8833162743091095,0.925281473899693,0.9042988741044012,True
normal:im:152,0,0.066243402659893,0.0204598233103752,0.9508700102354145,0.857727737973388,0.9042988741044012,True
normal:im:384,0,0.0540734715759754,0.022748839110136,0.9416581371545547,0.8669396110542477,0.9042988741044011,True
normal:normal2:776,0,0.0450194329023361,0.0238227248191833,0.9375639713408394,0.8689866939611054,0.9032753326509724,True
normal:normal2:384,0,0.0919989943504333,0.0176510699093341,0.962128966223132,0.8433981576253838,0.902763561924258,True
normal:normal2:1385,0,0.0389586016535759,0.0251517482101917,0.9344933469805528,0.8710337768679631,0.902763561924258,True
normal:normal2:1287,0,0.0058935042470693,0.1686480194330215,0.8413510747185261,0.9611054247697032,0.9012282497441146,True
normal:normal2:651,0,0.00572408910375085,0.1670410698861815,0.8403275332650972,0.9600818833162743,0.9002047082906858,True
normal:im:474,0,0.0049224593676626,0.2436044216156005,0.8290685772773797,0.9692937563971341,0.8991811668372569,True
normal:normal2:1033,0,0.0852326676249504,0.014907294884324,0.9611054247697032,0.8331627430910952,0.8971340839303992,True
normal:im:421,0,0.0786130055785179,0.0137737784534692,0.9590583418628454,0.8311156601842374,0.8950870010235414,True
normal:normal2:618,0,0.0114994030445814,0.0484648793935775,0.8771750255885363,0.9068577277379734,0.8920163766632548,True
normal:normal2:851,0,0.008885983399371349,0.0628541875242566,0.8618219037871033,0.9211873080859775,0.8915046059365404,True
normal:normal2:389,0,0.0195041187107563,0.0266820807009935,0.901740020470829,0.8761514841351075,0.8889457523029682,True
normal:normal2:1197,0,0.0342837795615196,0.0191970095038414,0.925281473899693,0.8515864892528148,0.8884339815762539,True
normal:im:663,0,0.0104262270033359,0.0458521656692028,0.872057318321392,0.9027635619242579,0.8874104401228249,True
normal:normal2:705,0,0.1047870740294456,0.010177950374782,0.9651995905834186,0.8075742067553736,0.8863868986693961,True
normal:im:431,0,0.0281084813177585,0.0191195365041494,0.9201637666325486,0.8505629477993859,0.8853633572159673,True
normal:normal2:636,0,0.0066764377988874,0.0678164362907409,0.8464687819856704,0.9232343909928352,0.8848515864892528,True
