group_id,label,p_resnet,p_densenet,rank_resnet,rank_densenet,hardness,hard_normal
normal:normal2:741,0,0.8848179578781128,0.8955060243606567,0.9969262295081968,0.9979508196721312,0.997438524590164,True
normal:normal2:611,0,0.7650535702705383,0.9810356497764589,0.9918032786885246,0.9989754098360656,0.9953893442622951,True
normal:normal2:855,0,0.8357330560684204,0.8762806057929993,0.9938524590163934,0.9959016393442623,0.9948770491803278,True
normal:normal2:723,0,0.7747952342033386,0.8844314813613892,0.992827868852459,0.9969262295081968,0.9948770491803278,True
normal:normal2:1064,0,0.94852614402771,0.7564007639884949,0.9979508196721312,0.9918032786885246,0.9948770491803278,True
normal:normal2:765,0,0.8806599974632263,0.4427261352539062,0.9959016393442623,0.9846311475409836,0.990266393442623,True
normal:normal2:1250,0,0.4987598657608032,0.8336058855056763,0.9846311475409836,0.9948770491803278,0.9897540983606556,True
normal:normal2:941,0,0.857049822807312,0.4311482906341553,0.9948770491803278,0.9825819672131147,0.9887295081967213,True
normal:im:279,0,0.5477716326713562,0.6291235089302063,0.985655737704918,0.9887295081967213,0.9871926229508197,True
normal:normal2:1048,0,0.3439053297042846,0.8193642497062683,0.9743852459016393,0.9938524590163934,0.9841188524590163,True
normal:normal2:425,0,0.352530688047409,0.6351497173309326,0.9764344262295082,0.9897540983606558,0.983094262295082,True
normal:normal2:1357,0,0.5651888251304626,0.2578266859054565,0.9877049180327869,0.9743852459016393,0.9810450819672132,True
normal:normal2:1419,0,0.1864214986562729,0.6472603678703308,0.9682377049180327,0.9907786885245902,0.9795081967213115,True
normal:normal2:1400,0,0.9707531332969666,0.1361775398254394,0.9989754098360656,0.9590163934426229,0.9789959016393442,True
normal:normal2:665,0,0.3752049207687378,0.3925894200801849,0.9784836065573771,0.9784836065573771,0.9784836065573771,True
normal:normal2:771,0,0.6411490440368652,0.1396660059690475,0.9897540983606558,0.9600409836065574,0.9748975409836066,True
normal:normal2:725,0,0.1542094051837921,0.5244472622871399,0.9631147540983607,0.9866803278688525,0.9748975409836066,True
normal:im:580,0,0.2588324248790741,0.3281707167625427,0.9702868852459017,0.9774590163934426,0.9738729508196722,True
normal:normal2:1396,0,0.3994592726230621,0.1620504409074783,0.9815573770491803,0.9631147540983607,0.9723360655737705,True
normal:normal2:1436,0,0.5616641044616699,0.1180440634489059,0.9866803278688525,0.9549180327868853,0.9707991803278688,True
normal:normal2:554,0,0.3214353919029236,0.1854207068681717,0.9713114754098361,0.9672131147540983,0.9692622950819672,True
normal:normal2:1365,0,0.1091067194938659,0.3977644145488739,0.9590163934426229,0.9795081967213115,0.9692622950819672,True
normal:normal2:980,0,0.6220141053199768,0.0992598384618759,0.9887295081967213,0.9487704918032787,0.96875,True
normal:normal2:396,0,0.1188110262155532,0.2477337270975113,0.9600409836065574,0.9723360655737705,0.966188524590164,True
normal:normal2:531,0,0.0768706277012825,0.427051842212677,0.9508196721311475,0.9815573770491803,0.9661885245901639,True
normal:im:691,0,0.3484501540660858,0.1075742468237876,0.9754098360655737,0.9508196721311475,0.9631147540983607,True
normal:im:546,0,0.0978194326162338,0.1813145875930786,0.9569672131147541,0.9661885245901639,0.961577868852459,True
normal:normal2:1437,0,0.3993081748485565,0.0753275007009506,0.9805327868852459,0.9395491803278688,0.9600409836065573,True
normal:im:301,0,0.0518403127789497,0.4319980442523956,0.9313524590163934,0.9836065573770492,0.9574795081967213,True
normal:im:732,0,0.3399247825145721,0.0786441415548324,0.9733606557377049,0.9415983606557377,0.9574795081967213,True
normal:normal2:803,0,0.0642455965280532,0.3106811940670013,0.9385245901639344,0.9764344262295082,0.9574795081967213,True
normal:im:735,0,0.0381845012307167,0.7770262956619263,0.9211065573770492,0.992827868852459,0.9569672131147541,True
normal:normal2:719,0,0.3612427115440368,0.0685136169195175,0.9774590163934426,0.9364754098360656,0.9569672131147541,True
normal:normal2:419,0,0.4282214045524597,0.05392986536026,0.9825819672131147,0.930327868852459,0.9564549180327868,True
normal:normal2:718,0,0.0736894160509109,0.1425274163484573,0.9487704918032787,0.9620901639344263,0.9554303278688525,True
normal:im:377,0,0.0602616108953952,0.2537314593791961,0.9354508196721312,0.9733606557377049,0.954405737704918,True
normal:normal2:1427,0,0.6954306960105896,0.0379371829330921,0.9907786885245902,0.9118852459016393,0.9513319672131147,True
normal:normal2:876,0,0.069735862314701,0.1179283484816551,0.9456967213114754,0.9538934426229508,0.9497950819672132,True
normal:normal2:890,0,0.1335613578557968,0.0747348293662071,0.9610655737704918,0.9385245901639344,0.9497950819672132,True
normal:normal2:1062,0,0.0978342071175575,0.0537251494824886,0.9579918032786885,0.9293032786885246,0.9436475409836065,True
normal:normal2:1379,0,0.1570859551429748,0.0478983111679554,0.9641393442622951,0.9221311475409836,0.9431352459016393,True
normal:normal2:793,0,0.050191443413496,0.1283743679523468,0.9272540983606558,0.9579918032786885,0.9426229508196722,True
normal:normal2:659,0,0.1621169596910476,0.0469039119780063,0.9651639344262295,0.9200819672131147,0.9426229508196722,True
normal:normal2:1015,0,0.0360178090631961,0.1398478001356125,0.9170081967213115,0.9610655737704918,0.9390368852459017,True
normal:normal2:727,0,0.3760145604610443,0.0232284124940633,0.9795081967213115,0.8944672131147541,0.9369877049180328,True
normal:normal2:1431,0,0.4877931475639343,0.022056695073843,0.9836065573770492,0.889344262295082,0.9364754098360656,True
normal:normal2:1214,0,0.0350247956812381,0.1239492148160934,0.9159836065573771,0.9569672131147541,0.9364754098360656,True
normal:normal2:1264,0,0.037964429706335,0.106180228292942,0.9200819672131147,0.9497950819672131,0.9349385245901639,True
normal:im:651,0,0.0229280441999435,0.2330290675163269,0.8985655737704918,0.9692622950819673,0.9339139344262295,True
normal:normal2:854,0,0.3252590298652649,0.0225196182727813,0.9723360655737705,0.8924180327868853,0.9323770491803278,True
normal:normal2:927,0,0.164429485797882,0.0245478581637144,0.9661885245901639,0.8965163934426229,0.9313524590163934,True
normal:normal2:600,0,0.064357653260231,0.0471384301781654,0.9395491803278688,0.9211065573770492,0.930327868852459,True
normal:im:228,0,0.0270968079566955,0.1081085205078125,0.9047131147540983,0.951844262295082,0.9282786885245902,True
normal:im:236,0,0.168675497174263,0.020839249715209,0.9672131147540983,0.8842213114754098,0.9257172131147541,True
normal:normal2:1328,0,0.0603102855384349,0.0373075827956199,0.9375,0.9108606557377049,0.9241803278688525,True
normal:im:158,0,0.1414225250482559,0.0212728809565305,0.9620901639344263,0.8852459016393442,0.9236680327868853,True
normal:normal2:559,0,0.0793114155530929,0.02231908403337,0.9528688524590164,0.8913934426229508,0.9221311475409837,True
normal:normal2:1257,0,0.0404287651181221,0.0441710166633129,0.9241803278688525,0.9180327868852459,0.9211065573770492,True
normal:im:237,0,0.0136913144960999,0.3033948540687561,0.8668032786885246,0.9754098360655737,0.9211065573770492,True
normal:normal2:840,0,0.0347910746932029,0.0502289794385433,0.9149590163934426,0.9252049180327869,0.9200819672131147,True
normal:normal2:1084,0,0.0187504757195711,0.1200979799032211,0.882172131147541,0.9559426229508197,0.9190573770491803,True
normal:im:645,0,0.0189080908894538,0.108675330877304,0.8842213114754098,0.9528688524590164,0.9185450819672132,True
normal:im:647,0,0.028900146484375,0.0536408238112926,0.9077868852459017,0.9282786885245902,0.9180327868852459,True
normal:normal2:790,0,0.2349334359169006,0.0139352194964885,0.9692622950819673,0.8637295081967213,0.9164959016393444,True
normal:normal2:828,0,0.075465902686119,0.0194834358990192,0.9497950819672131,0.882172131147541,0.915983606557377,True
normal:normal2:1305,0,0.0964900478720665,0.0181200467050075,0.9559426229508197,0.8760245901639344,0.915983606557377,True
normal:normal2:569,0,0.0097132679075002,0.5016514658927917,0.8452868852459017,0.985655737704918,0.9154713114754098,True
normal:im:183,0,0.0260934401303529,0.0510587133467197,0.9036885245901639,0.9262295081967213,0.9149590163934427,True
normal:normal2:384,0,0.0919989943504333,0.0176510699093341,0.9549180327868853,0.8729508196721312,0.9139344262295082,True
normal:normal2:1440,0,0.0172940902411937,0.0989512130618095,0.8790983606557377,0.9477459016393442,0.913422131147541,True
normal:normal2:1125,0,0.0254727117717266,0.0490265078842639,0.9016393442622951,0.9241803278688525,0.9129098360655739,True
normal:im:152,0,0.066243402659893,0.0204598233103752,0.9426229508196722,0.8831967213114754,0.9129098360655739,True
normal:im:384,0,0.0540734715759754,0.022748839110136,0.9323770491803278,0.8934426229508197,0.9129098360655737,True
